S.No,Date Created,Target URL Slug,Full URL,Indexing Status,Category / Theme,Notes
60,2026-09-01,/high-court-writ-petition-against-bank-recovery-harassment,https://settleloans.in/high-court-writ-petition-against-bank-recovery-harassment,Submitted,Constitutional Law,Article 226 High Court writ petition for protection
61,2026-09-01,/recovery-agent-harassment-mental-agony-suicide-threat,https://settleloans.in/recovery-agent-harassment-mental-agony-suicide-threat,Submitted,Criminal Law / Police FIR,Section 108 BNS abetment & mental torture FIR
62,2026-09-01,/step-by-step-guide-rbi-ombudsman-complaint-recovery-harassment,https://settleloans.in/step-by-step-guide-rbi-ombudsman-complaint-recovery-harassment,Submitted,Regulatory Grievance Portal,RBI CMS complaint step-by-step walkthrough
63,2026-09-01,/recovery-agents-contacting-previous-employer-or-college,https://settleloans.in/recovery-agents-contacting-previous-employer-or-college,Submitted,Defamation & Privacy Law,Section 356 BNS criminal defamation against agents
64,2026-09-01,/recovery-agents-sending-fake-court-summons-whatsapp,https://settleloans.in/recovery-agents-sending-fake-court-summons-whatsapp,Submitted,Forgery & Criminal Law,Section 336/338 BNS forgery of court seals
65,2026-09-01,/recovery-agents-harassing-family-in-front-of-children,https://settleloans.in/recovery-agents-harassing-family-in-front-of-children,Submitted,Child & Family Protection,Juvenile Justice Act & domestic harassment laws
66,2026-09-01,/recovery-agents-blocking-gate-wrongful-confinement,https://settleloans.in/recovery-agents-blocking-gate-wrongful-confinement,Submitted,Criminal Law / Police FIR,Section 126/127 BNS wrongful restraint & confinement
67,2026-09-01,/recovery-agent-refusing-to-leave-house-dharna-what-to-do,https://settleloans.in/recovery-agent-refusing-to-leave-house-dharna-what-to-do,Submitted,Criminal Law / Police FIR,Section 329 BNS criminal trespass & 112 emergency
68,2026-09-01,/can-recovery-agents-visit-home-on-sunday-or-holidays,https://settleloans.in/can-recovery-agents-visit-home-on-sunday-or-holidays,Submitted,RBI Recovery Norms,RBI timing 8 AM - 7 PM and holiday restrictions
69,2026-09-01,/can-recovery-agents-freeze-family-bank-accounts,https://settleloans.in/can-recovery-agents-freeze-family-bank-accounts,Submitted,Banking Law,Third-party family accounts immunity
70,2026-09-01,/can-recovery-agents-enter-house-without-permission,https://settleloans.in/can-recovery-agents-enter-house-without-permission,Submitted,Criminal Law / Police FIR,House trespass Section 329 BNS & Supreme Court rulings
71,2026-08-31,/recovery-agents-calling-from-unknown-virtual-numbers,https://settleloans.in/recovery-agents-calling-from-unknown-virtual-numbers,Submitted,TRAI / Cyber Complaint,Virtual VoIP numbers spoofing DOT/TRAI violation
72,2026-08-31,/recovery-agent-calling-late-night-rbi-violation,https://settleloans.in/recovery-agent-calling-late-night-rbi-violation,Submitted,RBI Recovery Norms,Calling before 8 AM or after 7 PM violation
73,2026-08-31,/how-to-check-recovery-agent-id-card-and-dra-certificate,https://settleloans.in/how-to-check-recovery-agent-id-card-and-dra-certificate,Submitted,Agent Verification,IIBF DRA certificate & bank authorization check
74,2026-08-31,/how-to-file-police-fir-with-recovery-agent-call-recording,https://settleloans.in/how-to-file-police-fir-with-recovery-agent-call-recording,Submitted,Police & Evidence Law,Call recording admissible under Section 63 BSA
75,2026-08-31,/can-recovery-agents-take-household-furniture-or-gold,https://settleloans.in/can-recovery-agents-take-household-furniture-or-gold,Submitted,Civil Procedure Code,Section 60 CPC movable property seizure immunity
76,2026-08-31,/recovery-agent-misbehaving-with-women-legal-action,https://settleloans.in/recovery-agent-misbehaving-with-women-legal-action,Submitted,Women Safety & NCW,Section 74/79 BNS outraging modesty & NCW complaint
77,2026-08-31,/recovery-agents-talking-to-neighbours-landlord,https://settleloans.in/recovery-agents-talking-to-neighbours-landlord,Submitted,Privacy & Defamation,Neighbour shaming privacy violation & cease-desist
78,2026-08-31,/should-i-pay-cash-to-bank-recovery-agent,https://settleloans.in/should-i-pay-cash-to-bank-recovery-agent,Submitted,Fraud Prevention,Strict RBI prohibition on cash collection & fraud risks
79,2026-08-31,/recovery-agent-fake-police-call-complaint,https://settleloans.in/recovery-agent-fake-police-call-complaint,Submitted,Criminal Law / Impersonation,Section 204 BNS / 170 IPC police impersonation FIR
80,2026-08-31,/recovery-agents-snatching-bike-on-road-illegal-repo,https://settleloans.in/recovery-agents-snatching-bike-on-road-illegal-repo,Submitted,Criminal Law / Robbery,Section 303/307 BNS illegal vehicle snatching FIR
81,2026-08-31,/salary-account-ecs-mandate-cancellation-rules,https://settleloans.in/salary-account-ecs-mandate-cancellation-rules,Submitted,Banking Mandates,NACH/e-Mandate revocation via bank & NPCI
82,2026-08-31,/wilful-defaulter-notice-reply-and-settlement-defense,https://settleloans.in/wilful-defaulter-notice-reply-and-settlement-defense,Submitted,RBI Master Direction,Wilful defaulter identification committee defense
83,2026-08-31,/cyber-crime-complaint-illegal-loan-apps-blackmail,https://settleloans.in/cyber-crime-complaint-illegal-loan-apps-blackmail,Submitted,Cyber Crime Law,Cyber crime 1930 & cybercrime.gov.in escalation
84,2026-08-31,/loan-settlement-for-housewives-and-co-borrowers,https://settleloans.in/loan-settlement-for-housewives-and-co-borrowers,Submitted,Co-Borrower Rights,Housewife non-earning co-borrower legal protection
85,2026-08-31,/federal-bank-loan-settlement-process,https://settleloans.in/federal-bank-loan-settlement-process,Submitted,Private Bank Settlement,Federal Bank retail personal loan & card OTS
86,2026-08-31,/union-bank-of-india-personal-loan-settlement,https://settleloans.in/union-bank-of-india-personal-loan-settlement,Submitted,PSU Bank Settlement,Union Bank SAMB & Lok Adalat compromise policy
87,2026-08-31,/stashfin-loan-default-settlement-process,https://settleloans.in/stashfin-loan-default-settlement-process,Submitted,Fintech Credit Line,Akara Capital / Stashfin credit card & line OTS
88,2026-08-31,/loan-foreclosure-vs-prepayment-vs-settlement,https://settleloans.in/loan-foreclosure-vs-prepayment-vs-settlement,Submitted,Debt Strategy Comparison,Foreclosure vs Prepayment vs Settlement breakdown
